Battery_ID,Cycle,Capacity,AvgVoltage,AvgCurrent,AvgTemp,SOH,Re,Rct,RUL
B0001,88,1.6984,3.511,-1.8104,34.0606,90.73,0.05626,0.09613,90
B0001,89,1.7092,3.504,-1.8167,33.5671,91.31,0.05672,0.09812,89
B0001,90,1.7086,3.4935,-1.8108,33.7929,91.28,0.05591,0.09754,88
B0001,91,1.7001,3.4893,-1.8121,33.6705,90.82,0.05812,0.09831,87
B0001,92,1.69,3.4971,-1.8141,34.0304,90.28,0.05942,0.0988,86
B0001,93,1.6778,3.4891,-1.8179,33.711,89.63,0.05929,0.09931,85
B0001,94,1.6949,3.5056,-1.8149,33.4138,90.54,0.05803,0.10034,84
B0001,95,1.6717,3.5007,-1.8089,34.0852,89.31,0.05784,0.10304,83
B0001,96,1.6853,3.494,-1.8053,33.9791,90.03,0.05759,0.0998,82
B0001,97,1.6757,3.4967,-1.8035,33.8923,89.52,0.059,0.10287,81
B0001,98,1.6885,3.49,-1.8003,33.7551,90.2,0.05916,0.10219,80
B0001,99,1.6814,3.5037,-1.8119,33.6149,89.82,0.05705,0.10682,79
B0001,100,1.6645,3.5134,-1.81,33.6513,88.92,0.05967,0.10623,78
B0001,101,1.6763,3.4875,-1.8147,33.6817,89.55,0.05616,0.10331,77
B0001,102,1.667,3.4971,-1.8046,33.9941,89.05,0.05882,0.10954,76
B0001,103,1.6679,3.5147,-1.8056,33.9942,89.11,0.05898,0.105,75
B0001,104,1.664,3.4985,-1.8031,34.1999,88.9,0.05752,0.10572,74
B0001,105,1.6628,3.4894,-1.8117,33.9974,88.83,0.0584,0.10225,73
B0001,106,1.6457,3.5125,-1.8096,33.8361,87.92,0.06061,0.10582,72
B0001,107,1.6508,3.5163,-1.8019,34.0568,88.19,0.06049,0.10921,71
B0001,108,1.6569,3.4877,-1.8176,34.122,88.52,0.05967,0.10829,70
B0001,109,1.6566,3.5,-1.8189,34.2176,88.5,0.06,0.1113,69
B0001,110,1.65,3.5011,-1.8094,33.9992,88.15,0.05906,0.11195,68
B0001,111,1.6392,3.5057,-1.8052,34.1668,87.57,0.05861,0.11,67
B0001,112,1.6488,3.5116,-1.8186,33.7563,88.08,0.0596,0.10544,66
B0001,113,1.6449,3.4931,-1.8182,34.1575,87.87,0.06031,0.10751,65
B0001,114,1.6408,3.4893,-1.8082,34.0368,87.66,0.06104,0.111,64
B0001,115,1.6413,3.4995,-1.8004,34.4238,87.68,0.06034,0.11051,63
B0001,116,1.6352,3.5057,-1.8176,33.8021,87.36,0.06125,0.11104,62
B0001,117,1.6372,3.4897,-1.8096,34.0269,87.46,0.06148,0.11393,61
B0001,118,1.6301,3.5064,-1.8075,34.3958,87.09,0.05993,0.11979,60
B0001,119,1.6298,3.4874,-1.8191,34.3711,87.07,0.06306,0.11102,59
B0001,120,1.6275,3.4836,-1.8093,34.4683,86.94,0.06224,0.11502,58
B0001,121,1.6231,3.5003,-1.8091,34.4293,86.71,0.06333,0.11542,57
B0001,122,1.6077,3.4782,-1.8152,34.3721,85.89,0.0621,0.11677,56
B0001,123,1.6156,3.5036,-1.8107,34.4736,86.31,0.06203,0.11663,55
B0001,124,1.6164,3.4798,-1.8088,33.9473,86.35,0.06203,0.11853,54
B0001,125,1.6142,3.4856,-1.8164,34.3481,86.24,0.06321,0.11974,53
B0001,126,1.6062,3.4925,-1.8185,34.4728,85.81,0.06369,0.11673,52
B0001,127,1.592,3.4833,-1.8036,34.146,85.05,0.06264,0.1151,51
B0001,128,1.5989,3.4776,-1.8035,34.2894,85.42,0.06423,0.11898,50
B0001,129,1.5982,3.4981,-1.8007,34.0698,85.38,0.06431,0.11869,49
B0001,130,1.5971,3.4887,-1.8051,34.0493,85.32,0.06357,0.12333,48
B0001,131,1.5931,3.5024,-1.8168,34.321,85.11,0.06479,0.11849,47
B0001,132,1.612,3.5012,-1.82,34.2752,86.12,0.06479,0.12088,46
B0001,133,1.6013,3.4791,-1.807,34.1146,85.55,0.06507,0.11901,45
B0001,134,1.5731,3.4904,-1.8009,34.6974,84.04,0.0666,0.1218,44
B0001,135,1.578,3.4869,-1.8158,34.3065,84.3,0.06567,0.12251,43
B0001,136,1.5881,3.4861,-1.8192,34.5643,84.84,0.06453,0.1259,42
B0001,137,1.5779,3.4882,-1.8013,34.8158,84.3,0.06607,0.12729,41
B0001,138,1.5725,3.5019,-1.8043,34.5408,84.01,0.06503,0.12976,40
B0001,139,1.5613,3.4908,-1.8077,34.5137,83.41,0.06509,0.129,39
B0001,140,1.5726,3.4655,-1.8092,34.5791,84.01,0.06554,0.12822,38
B0001,141,1.5696,3.4695,-1.8032,34.2727,83.85,0.06515,0.12591,37
B0001,142,1.5617,3.4924,-1.8091,34.6579,83.43,0.06648,0.1294,36
B0001,143,1.5657,3.4801,-1.8041,34.4709,83.64,0.06635,0.13108,35
B0001,144,1.5714,3.4743,-1.808,34.7381,83.95,0.06771,0.1283,34
B0001,145,1.5552,3.4817,-1.8181,34.6311,83.08,0.06432,0.12776,33
B0001,146,1.5406,3.4842,-1.8028,34.0908,82.3,0.06614,0.13033,32
B0001,147,1.5384,3.473,-1.8023,34.4682,82.18,0.06855,0.12758,31
B0001,148,1.563,3.4849,-1.8149,34.5033,83.5,0.0663,0.13185,30
B0001,149,1.535,3.4809,-1.8059,34.5756,82.0,0.06577,0.13263,29
B0001,150,1.5345,3.4959,-1.819,34.6434,81.98,0.06704,0.13234,28
B0001,151,1.5444,3.4834,-1.8104,34.737,82.51,0.0672,0.1363,27
B0001,152,1.5339,3.4723,-1.8173,34.4281,81.95,0.06807,0.13015,26
B0001,153,1.5335,3.4869,-1.8169,34.4773,81.93,0.06823,0.13333,25
B0001,154,1.5313,3.4907,-1.8041,34.9401,81.81,0.06896,0.13372,24
B0001,155,1.5236,3.4888,-1.813,34.3094,81.39,0.06862,0.13639,23
B0001,156,1.5183,3.4764,-1.8047,34.8661,81.11,0.06832,0.13643,22
B0001,157,1.5157,3.4958,-1.8125,34.4475,80.97,0.0687,0.13592,21
B0001,158,1.5108,3.4869,-1.8081,34.5292,80.71,0.07036,0.14046,20
B0001,159,1.5188,3.4862,-1.8048,34.7941,81.14,0.06918,0.13555,19
B0001,160,1.5132,3.4604,-1.809,34.8406,80.84,0.06949,0.13621,18
B0001,161,1.5094,3.498,-1.8186,34.914,80.63,0.0714,0.13867,17
B0001,162,1.4963,3.4723,-1.8095,34.7651,79.94,0.06967,0.13704,16
B0001,163,1.5044,3.4866,-1.812,35.0833,80.37,0.07072,0.13885,15
B0001,164,1.492,3.47,-1.8016,34.8098,79.71,0.06959,0.14218,14
B0001,165,1.4954,3.4927,-1.8041,34.8581,79.89,0.06804,0.1423,13
B0001,166,1.5041,3.4758,-1.8054,34.9354,80.35,0.07068,0.14299,12
B0001,167,1.4853,3.478,-1.8169,34.6777,79.35,0.07126,0.14198,11
B0001,168,1.4819,3.4687,-1.8072,34.6486,79.16,0.06956,0.14406,10
B0001,169,1.4912,3.477,-1.8065,35.0094,79.66,0.07122,0.14356,9
B0001,170,1.4872,3.4732,-1.8147,34.9993,79.45,0.07164,0.1475,8
B0001,171,1.4933,3.4744,-1.8112,35.0482,79.78,0.07301,0.14288,7
B0001,172,1.4766,3.474,-1.8109,34.8027,78.88,0.07027,0.14807,6
B0001,173,1.4762,3.4757,-1.8182,35.3375,78.86,0.07127,0.14319,5
B0001,174,1.4669,3.4621,-1.8176,35.1781,78.37,0.07166,0.14538,4
B0001,175,1.4747,3.4699,-1.8042,35.192,78.78,0.07296,0.14714,3
B0001,176,1.4476,3.4631,-1.8152,34.8585,77.34,0.07207,0.14829,2
B0001,177,1.4672,3.4749,-1.8087,34.669,78.38,0.07336,0.15068,1
B0001,178,1.4598,3.4891,-1.8172,34.8532,77.99,0.07493,0.15182,0
B0002,1,1.8509,3.5355,-1.8173,32.7147,100.41,0.04492,0.06632,152
B0002,2,1.8366,3.5023,-1.8171,32.4434,99.64,0.04512,0.06737,151
B0002,3,1.838,3.5213,-1.8112,32.1753,99.72,0.04392,0.06273,150
B0002,4,1.8363,3.5101,-1.8001,32.2777,99.63,0.04554,0.06887,149
B0002,5,1.8438,3.5082,-1.8062,32.3192,100.03,0.04375,0.06582,148
B0002,6,1.8384,3.52,-1.8115,32.5895,99.74,0.04475,0.06907,147
B0002,7,1.8381,3.5146,-1.8034,32.6812,99.72,0.04546,0.06583,146
B0002,8,1.8549,3.5188,-1.809,32.5847,100.63,0.04408,0.06779,145
B0002,9,1.8432,3.5173,-1.8125,32.7154,100.0,0.04475,0.06952,144
B0002,10,1.8345,3.5197,-1.8032,32.3304,99.53,0.04428,0.06945,143
B0002,11,1.8321,3.5396,-1.8073,32.736,99.4,0.04604,0.07039,142
B0002,12,1.8354,3.5206,-1.8183,32.8197,99.58,0.04574,0.06642,141
B0002,13,1.8342,3.5227,-1.8068,32.6271,99.51,0.04675,0.06603,140
B0002,14,1.8214,3.5182,-1.8176,32.7326,98.81,0.04661,0.0667,139
B0002,15,1.8202,3.5346,-1.804,32.6117,98.75,0.04701,0.06728,138
B0002,16,1.8213,3.5252,-1.8132,33.0395,98.81,0.04749,0.06971,137
B0002,17,1.8259,3.5134,-1.8011,32.5854,99.06,0.04485,0.06547,136
B0002,18,1.8218,3.5145,-1.8031,33.0576,98.84,0.04661,0.07084,135
B0002,19,1.8117,3.5252,-1.8045,32.9079,98.29,0.04567,0.0719,134
B0002,20,1.8256,3.5284,-1.8032,32.803,99.05,0.04706,0.06845,133
B0002,21,1.7972,3.5208,-1.8062,33.1819,97.5,0.04791,0.06623,132
B0002,22,1.8073,3.5075,-1.8002,32.5122,98.05,0.04687,0.06787,131
B0002,23,1.8009,3.5178,-1.8077,32.7943,97.7,0.04677,0.07114,130
B0002,24,1.8129,3.518,-1.817,32.651,98.35,0.04724,0.07095,129
B0002,25,1.8125,3.5216,-1.8122,32.6897,98.33,0.04546,0.07241,128
B0002,26,1.7951,3.5217,-1.8088,32.8788,97.39,0.04718,0.07667,127
B0002,27,1.7904,3.5303,-1.81,32.6568,97.13,0.04887,0.07062,126
B0002,28,1.8037,3.5109,-1.8171,32.9211,97.85,0.04879,0.07411,125
B0002,29,1.8045,3.516,-1.8,33.118,97.9,0.04814,0.0735,124
B0002,30,1.7825,3.5097,-1.8123,32.9897,96.7,0.04968,0.07405,123
B0002,31,1.8033,3.495,-1.8195,33.2065,97.83,0.04899,0.07041,122
B0002,32,1.8049,3.5127,-1.8032,32.802,97.92,0.04915,0.07329,121
B0002,33,1.7912,3.5016,-1.8054,33.1903,97.17,0.05041,0.07172,120
B0002,34,1.7909,3.5194,-1.8069,33.2594,97.16,0.0486,0.07524,119
B0002,35,1.7926,3.5052,-1.8146,33.3641,97.25,0.0485,0.07539,118
B0002,36,1.7851,3.5,-1.8118,32.871,96.85,0.04955,0.07356,117
B0002,37,1.7791,3.5002,-1.8116,33.0276,96.52,0.04985,0.07684,116
B0002,38,1.7879,3.5121,-1.813,32.9118,97.0,0.05025,0.07311,115
B0002,39,1.7795,3.5121,-1.8095,32.9367,96.54,0.0496,0.07748,114
B0002,40,1.7689,3.5131,-1.8103,32.858,95.97,0.05051,0.07588,113
B0002,41,1.775,3.508,-1.8188,33.1471,96.3,0.05253,0.08055,112
B0002,42,1.7593,3.5073,-1.8096,32.9204,95.44,0.05006,0.07582,111
B0002,43,1.7697,3.5192,-1.8195,33.0182,96.01,0.05141,0.07847,110
B0002,44,1.7653,3.5042,-1.8124,33.4231,95.77,0.05091,0.08464,109
B0002,45,1.7758,3.5214,-1.804,33.1681,96.34,0.05148,0.0794,108
B0002,46,1.7536,3.5232,-1.8019,33.0635,95.14,0.05196,0.07741,107
B0002,47,1.7615,3.5032,-1.8112,33.3282,95.57,0.05115,0.08013,106
B0002,48,1.7447,3.5298,-1.8167,33.6454,94.65,0.05178,0.08087,105
B0002,49,1.7614,3.5087,-1.8056,33.5431,95.56,0.0518,0.08048,104
B0002,50,1.7528,3.5275,-1.8137,33.3237,95.09,0.05259,0.08027,103
B0002,51,1.7489,3.5072,-1.8133,33.2107,94.88,0.05375,0.08113,102
B0002,52,1.7412,3.4942,-1.805,33.2265,94.46,0.0524,0.08103,101
B0002,53,1.7539,3.5284,-1.8073,33.0131,95.15,0.05408,0.08202,100
B0002,54,1.7314,3.4958,-1.8033,33.2917,93.93,0.05256,0.08309,99
B0002,55,1.7275,3.4992,-1.8193,33.3219,93.72,0.05423,0.07928,98
B0002,56,1.7337,3.5095,-1.8019,33.5905,94.06,0.05377,0.08461,97
B0002,57,1.7396,3.5061,-1.8091,33.2958,94.38,0.05376,0.08069,96
B0002,58,1.7306,3.4975,-1.8018,33.6649,93.89,0.05414,0.08497,95
B0002,59,1.7208,3.4924,-1.8059,33.456,93.36,0.05348,0.08639,94
B0002,60,1.7273,3.4916,-1.814,33.6942,93.71,0.05419,0.08495,93
B0002,61,1.719,3.4969,-1.8184,33.3376,93.26,0.0553,0.08786,92
B0002,62,1.7109,3.4941,-1.8034,33.7949,92.82,0.05367,0.08703,91
B0002,63,1.712,3.4992,-1.8045,33.5671,92.88,0.05749,0.08344,90
B0002,64,1.7072,3.502,-1.8098,33.377,92.62,0.05661,0.09019,89
B0002,65,1.7134,3.5077,-1.8051,33.4941,92.96,0.05279,0.08892,88
B0002,66,1.7074,3.5017,-1.8161,33.4288,92.63,0.05465,0.08595,87
B0002,67,1.7127,3.4886,-1.8156,33.2766,92.92,0.05493,0.08869,86
B0002,68,1.709,3.5052,-1.8121,33.3362,92.72,0.05611,0.09231,85
B0002,69,1.7073,3.503,-1.8101,33.6689,92.62,0.05626,0.09036,84
B0002,70,1.7091,3.5184,-1.8138,33.9823,92.73,0.05439,0.08751,83
B0002,71,1.6942,3.5002,-1.8109,33.5516,91.91,0.05578,0.0898,82
B0002,72,1.6998,3.4916,-1.8066,33.7581,92.22,0.05647,0.09191,81
B0002,73,1.6811,3.5163,-1.8055,33.3422,91.2,0.05507,0.09271,80
B0002,74,1.6861,3.5082,-1.8191,33.4259,91.48,0.05697,0.09242,79
B0002,75,1.6986,3.5175,-1.8062,33.5557,92.15,0.05794,0.0951,78
B0002,76,1.6746,3.5014,-1.8028,34.0324,90.85,0.05841,0.0926,77
B0002,77,1.692,3.5089,-1.8059,33.7539,91.79,0.05691,0.09083,76
B0002,78,1.6788,3.5066,-1.8195,33.8109,91.08,0.0567,0.09463,75
B0002,79,1.6833,3.4901,-1.8065,33.7229,91.32,0.05923,0.09532,74
B0002,80,1.6744,3.5044,-1.8194,33.6879,90.84,0.05819,0.09675,73
B0002,81,1.6679,3.4826,-1.8049,33.847,90.49,0.05883,0.09456,72
B0002,82,1.6665,3.4937,-1.8132,33.7085,90.41,0.05932,0.09667,71
B0002,83,1.6601,3.5093,-1.8112,33.6513,90.06,0.05765,0.10106,70
B0002,84,1.6631,3.4911,-1.8131,33.9628,90.23,0.05886,0.09755,69
B0002,85,1.6569,3.5061,-1.8001,34.2199,89.89,0.05813,0.09867,68
B0002,86,1.6383,3.4937,-1.8091,33.6779,88.88,0.05821,0.10066,67
B0002,87,1.6479,3.5069,-1.8145,34.1784,89.4,0.06142,0.09954,66
B0002,88,1.6471,3.4918,-1.8159,34.0037,89.36,0.06098,0.10075,65
B0002,89,1.6422,3.5057,-1.8004,33.944,89.09,0.05764,0.10689,64
B0002,90,1.6363,3.4926,-1.8021,33.6808,88.77,0.06082,0.10224,63
B0002,91,1.6391,3.5091,-1.8196,34.0788,88.92,0.06147,0.10733,62
B0002,92,1.6281,3.4948,-1.8144,33.77,88.33,0.0599,0.10409,61
B0002,93,1.6361,3.4876,-1.8049,34.2934,88.76,0.06174,0.10492,60
B0002,94,1.6239,3.478,-1.8118,33.9715,88.1,0.06144,0.10664,59
B0002,95,1.6275,3.5068,-1.8186,34.1298,88.3,0.06075,0.10533,58
B0002,96,1.6216,3.5017,-1.8185,34.0125,87.97,0.0615,0.10411,57
B0002,97,1.6275,3.5031,-1.8119,34.2962,88.29,0.06094,0.10811,56
B0002,98,1.6319,3.4992,-1.807,33.9895,88.53,0.06255,0.10452,55
B0002,99,1.614,3.4901,-1.8186,34.3021,87.56,0.06313,0.11201,54
B0002,100,1.6182,3.4882,-1.8045,33.9977,87.79,0.06281,0.10928,53
B0002,101,1.6215,3.474,-1.805,34.0353,87.97,0.06251,0.10957,52
B0002,102,1.6049,3.4977,-1.818,34.1899,87.07,0.06242,0.10986,51
B0002,103,1.5964,3.4999,-1.8113,34.4626,86.61,0.06247,0.11225,50
B0002,104,1.5995,3.4988,-1.8059,33.7639,86.78,0.06343,0.10967,49
B0002,105,1.5918,3.499,-1.801,34.2703,86.36,0.06256,0.11187,48
B0002,106,1.5949,3.4789,-1.81,34.1741,86.53,0.0642,0.11455,47
B0002,107,1.6001,3.4696,-1.8046,34.226,86.81,0.06358,0.10999,46
B0002,108,1.5841,3.4876,-1.8064,34.361,85.94,0.06462,0.11119,45
B0002,109,1.5887,3.488,-1.8071,34.1233,86.19,0.06379,0.11668,44
B0002,110,1.5753,3.4765,-1.8033,34.0135,85.47,0.06409,0.116,43
B0002,111,1.5882,3.4728,-1.8094,34.3644,86.16,0.0635,0.11503,42
B0002,112,1.5757,3.4991,-1.8045,34.2661,85.49,0.06486,0.11723,41
B0002,113,1.5723,3.485,-1.813,34.2816,85.3,0.06524,0.11878,40
B0002,114,1.5671,3.4849,-1.8139,34.0043,85.02,0.06544,0.11798,39
B0002,115,1.5697,3.4862,-1.8188,34.6518,85.16,0.06468,0.12152,38
B0002,116,1.5594,3.4797,-1.8044,34.339,84.6,0.06442,0.11763,37
B0002,117,1.5555,3.5,-1.8148,34.2916,84.39,0.06553,0.11695,36
B0002,118,1.5512,3.4873,-1.8008,34.4266,84.16,0.06709,0.12009,35
B0002,119,1.5514,3.4805,-1.8039,34.1954,84.17,0.06469,0.11987,34
B0002,120,1.5369,3.4746,-1.8152,34.7707,83.38,0.06511,0.1211,33
B0002,121,1.5447,3.4802,-1.8185,34.5897,83.8,0.06707,0.12148,32
B0002,122,1.5416,3.4797,-1.8072,34.6732,83.64,0.06631,0.12401,31
B0002,123,1.5368,3.478,-1.8198,34.2958,83.38,0.06596,0.12373,30
B0002,124,1.5308,3.4906,-1.8194,34.4243,83.05,0.06826,0.12355,29
B0002,125,1.5379,3.489,-1.8001,34.2015,83.43,0.06793,0.12365,28
B0002,126,1.519,3.4969,-1.8129,34.7872,82.41,0.06922,0.12467,27
B0002,127,1.5225,3.4695,-1.8162,34.8247,82.6,0.06644,0.12935,26
B0002,128,1.5292,3.489,-1.8084,34.7972,82.96,0.06782,0.12869,25
B0002,129,1.5248,3.4948,-1.8021,34.5442,82.73,0.0694,0.12959,24
B0002,130,1.5045,3.4825,-1.8029,34.3433,81.62,0.06721,0.12874,23
B0002,131,1.5122,3.4905,-1.8134,34.8224,82.04,0.06958,0.13202,22
B0002,132,1.5002,3.4831,-1.8189,34.6826,81.39,0.06731,0.13086,21
B0002,133,1.5111,3.4629,-1.8054,35.0191,81.98,0.06828,0.1289,20
B0002,134,1.5108,3.4736,-1.8057,34.7577,81.97,0.07018,0.13262,19
B0002,135,1.5024,3.4772,-1.8184,34.6476,81.51,0.06859,0.13535,18
B0002,136,1.4918,3.4862,-1.8057,34.9551,80.93,0.07036,0.13598,17
B0002,137,1.4921,3.494,-1.8034,34.8231,80.95,0.0692,0.1293,16
B0002,138,1.4757,3.4847,-1.8039,34.6381,80.06,0.0706,0.13567,15
B0002,139,1.4952,3.4862,-1.8011,34.6583,81.12,0.06936,0.13754,14
B0002,140,1.4851,3.4755,-1.8153,34.9546,80.57,0.0715,0.13787,13
B0002,141,1.4774,3.49,-1.8164,34.7673,80.15,0.07234,0.14057,12
B0002,142,1.4674,3.4742,-1.8041,34.7503,79.61,0.07075,0.13596,11
B0002,143,1.4639,3.4687,-1.8139,34.5951,79.42,0.07338,0.13859,10
B0002,144,1.4605,3.4615,-1.8113,35.0564,79.23,0.07103,0.14228,9
B0002,145,1.4684,3.4811,-1.8066,34.9118,79.67,0.07172,0.14106,8
B0002,146,1.4716,3.4681,-1.8004,34.4585,79.84,0.07168,0.14127,7
B0002,147,1.4682,3.48,-1.8115,34.6596,79.65,0.07239,0.14455,6
B0002,148,1.4598,3.4744,-1.8006,34.8514,79.2,0.07244,0.1394,5
